address,coin,spot_value,spot_qty,spot_upnl,spot_upnl_pct,perp_long,perp_short,perp_long_upnl,perp_short_upnl,classification,ratio,sources,source_count
0x856c35038594767646266bc7fd68dc26480e910d,HYPE,13904178.221441077,227001.43215172,4454368.995380778,47.137131436438956,0.0,21080060.39286,0.0,-7152188.918453,spot_long_perp_short_hedge,1.5160953820595655,1h:top_negative_pnl; 4h:top_negative_pnl,2
0x8bcf7a888c66f635ac4a2caf42a8dd12a3b20b14,HYPE,1536065.458825021,25078.00558068,323017.310669231,26.628564674890903,0.0,1531925.0,0.0,-561568.683037,spot_long_perp_short_hedge,0.9973045036582047,24h:biggest_individual_losses,1
0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,HYPE,2575650.9277731315,42050.41391269,-14310.500696668401,-0.5525372130782398,0.0,1187166.8312,0.0,-11.939912,spot_long_perp_short_hedge,0.46091914800986106,12h:top_positive_pnl; 1h:top_positive_pnl; 4h:top_positive_pnl,3
0xcac19662ec88d23fa1c81ac0e8570b0cf2ff26b3,HYPE,887136.9114599659,14483.51324392,50939.40854634589,6.0917915168192005,0.0,433774.572,0.0,-96504.700323,spot_long_perp_short_hedge,0.48896012148354295,12h:top_negative_pnl; 24h:top_negative_pnl,2
0x023a3d058020fb76cca98f01b3c48c8938a22355,HYPE,1117541.0246022441,18245.12092932,-27400.321382205933,-2.3931637614716785,9698464.76485,0.0,71556.35203,0.0,spot_long_perp_long_amplified,8.678397080144672,12h:top_positive_pnl; 24h:top_positive_pnl,2
0xfc667adba8d4837586078f4fdcdc29804337ca06,HYPE,133301.7286566846,2176.3014564,19454.638181714603,17.08839294930583,6078842.43659,0.0,205356.788327,0.0,spot_long_perp_long_amplified,45.60212757814951,12h:top_positive_pnl; 12h:top_volume; 1h:top_positive_pnl; 24h:top_positive_pnl; 4h:top_positive_pnl,5
0xb1ec7febea4f841d525785955b7fe0e812d6e86a,HYPE,3433313.7455081465,56052.72924758,0.0,0.0,1576633.7873,0.0,100264.215533,0.0,spot_long_perp_long_amplified,0.45921634437363396,4h:top_positive_pnl,1
0x17c3c8fdbcb7d1b240ce08965e09b1fc91cba868,HYPE,618223.5480495406,10093.19850207,-3869.041984249372,-0.6219398922657507,967088.15688,0.0,19500.190309,0.0,spot_long_perp_long_amplified,1.5643017156675882,12h:top_positive_pnl; 4h:top_positive_pnl,2
0x89e2c2bac76c4804c4a57661039fbc35338159c2,HYPE,1538140.758463291,25111.887194,0.0,0.0,612880.0,0.0,1543.60179,0.0,spot_long_perp_long_amplified,0.398455080673052,1h:top_fees; 1h:top_volume; 4h:top_fees; 4h:top_volume,4
